H	2	1024	"2018-03-14 16:03:29"	158	0.69
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	1
38	0
39	0
40	1
41	2
42	3
43	26
44	102
45	140
46	138
47	131
48	133
49	149
50	135
51	138
52	127
53	133
54	153
55	130
56	156
57	165
58	150
59	152
60	145
61	162
62	140
63	150
64	136
65	141
66	170
67	139
68	125
69	144
70	163
71	162
72	158
73	153
74	135
75	166
76	149
77	146
78	150
79	147
80	149
81	147
82	147
83	171
84	139
85	151
86	147
87	137
88	145
89	142
90	120
91	136
92	131
93	155
94	130
95	145
96	135
97	150
98	147
99	162
100	155
101	154
102	153
103	155
104	158
105	164
106	156
107	155
108	161
109	182
110	172
111	176
112	242
113	204
114	198
115	213
116	216
117	232
118	225
119	222
120	264
121	248
122	244
123	237
124	226
125	259
126	235
127	252
128	269
129	233
130	224
131	226
132	223
133	219
134	217
135	212
136	192
137	216
138	176
139	214
140	170
141	192
142	202
143	186
144	168
145	174
146	175
147	165
148	158
149	147
150	173
151	172
152	178
153	163
154	150
155	135
156	131
157	170
158	147
159	146
160	153
161	131
162	134
163	151
164	145
165	136
166	168
167	141
168	132
169	132
170	165
171	141
172	146
173	133
174	149
175	113
176	140
177	114
178	135
179	130
180	121
181	140
182	122
183	116
184	125
185	134
186	116
187	133
188	125
189	117
190	98
191	119
192	113
193	120
194	122
195	110
196	101
197	111
198	118
199	98
200	111
201	124
202	106
203	108
204	107
205	113
206	91
207	96
208	105
209	95
210	92
211	97
212	120
213	102
214	113
215	94
216	111
217	110
218	107
219	99
220	92
221	108
222	100
223	107
224	93
225	86
226	93
227	110
228	87
229	98
230	104
231	95
232	94
233	89
234	73
235	87
236	97
237	124
238	95
239	90
240	89
241	96
242	103
243	89
244	96
245	84
246	85
247	87
248	102
249	67
250	95
251	94
252	87
253	92
254	90
255	93
256	100
257	75
258	92
259	105
260	102
261	86
262	86
263	100
264	93
265	87
266	77
267	86
268	95
269	88
270	84
271	85
272	92
273	86
274	87
275	86
276	95
277	70
278	86
279	91
280	79
281	93
282	87
283	75
284	76
285	87
286	71
287	87
288	75
289	94
290	89
291	80
292	83
293	101
294	75
295	80
296	76
297	84
298	76
299	81
300	81
301	86
302	76
303	84
304	70
305	85
306	83
307	88
308	79
309	73
310	88
311	82
312	89
313	94
314	81
315	91
316	85
317	81
318	103
319	93
320	78
321	67
322	85
323	85
324	74
325	80
326	99
327	89
328	76
329	88
330	70
331	84
332	84
333	105
334	96
335	90
336	86
337	93
338	87
339	83
340	87
341	95
342	85
343	86
344	87
345	80
346	106
347	92
348	91
349	82
350	78
351	97
352	82
353	87
354	88
355	112
356	74
357	83
358	87
359	84
360	92
361	89
362	108
363	81
364	96
365	83
366	86
367	87
368	84
369	94
370	88
371	64
372	78
373	80
374	82
375	83
376	86
377	79
378	107
379	104
380	94
381	100
382	92
383	95
384	73
385	77
386	86
387	91
388	96
389	64
390	103
391	85
392	97
393	89
394	77
395	83
396	101
397	95
398	96
399	96
400	85
401	91
402	94
403	89
404	74
405	87
406	95
407	89
408	110
409	96
410	82
411	89
412	107
413	109
414	78
415	88
416	98
417	90
418	95
419	98
420	118
421	109
422	87
423	96
424	85
425	93
426	94
427	132
428	111
429	101
430	100
431	97
432	98
433	94
434	98
435	94
436	84
437	100
438	83
439	89
440	86
441	98
442	106
443	88
444	96
445	84
446	88
447	93
448	93
449	90
450	100
451	103
452	91
453	104
454	97
455	88
456	84
457	101
458	97
459	98
460	110
461	89
462	108
463	105
464	103
465	113
466	103
467	104
468	113
469	94
470	107
471	79
472	90
473	93
474	104
475	102
476	97
477	107
478	95
479	109
480	81
481	117
482	76
483	95
484	91
485	98
486	97
487	93
488	98
489	79
490	91
491	82
492	83
493	88
494	75
495	65
496	95
497	84
498	65
499	91
500	67
501	68
502	85
503	90
504	72
505	72
506	72
507	68
508	65
509	76
510	59
511	64
512	67
513	55
514	68
515	76
516	61
517	61
518	64
519	57
520	74
521	77
522	70
523	70
524	52
525	68
526	55
