H	2	1024	"2018-03-14 15:36:27"	66	5.10
0	0
1	1
2	4
3	1
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	4
37	4
38	5
39	4
40	3
41	30
42	69
43	89
44	271
45	635
46	683
47	708
48	821
49	761
50	812
51	800
52	761
53	755
54	801
55	789
56	848
57	884
58	845
59	830
60	876
61	839
62	802
63	894
64	852
65	931
66	973
67	882
68	932
69	1008
70	871
71	886
72	918
73	939
74	934
75	952
76	934
77	902
78	954
79	966
80	911
81	965
82	1025
83	945
84	985
85	1020
86	1057
87	1011
88	1037
89	1085
90	1063
91	1119
92	1182
93	1167
94	1149
95	1164
96	1217
97	1227
98	1383
99	1326
100	1338
101	1397
102	1372
103	1474
104	1432
105	1431
106	1500
107	1495
108	1499
109	1458
110	1445
111	1508
112	1471
113	1478
114	1446
115	1488
116	1440
117	1402
118	1392
119	1373
120	1432
121	1365
122	1406
123	1281
124	1358
125	1377
126	1308
127	1324
128	1326
129	1272
130	1206
131	1229
132	1251
133	1225
134	1171
135	1139
136	1207
137	1230
138	1089
139	1148
140	1154
141	1137
142	1070
143	1030
144	932
145	949
146	1046
147	1036
148	897
149	961
150	944
151	898
152	937
153	863
154	821
155	790
156	847
157	791
158	838
159	796
160	811
161	816
162	857
163	771
164	776
165	770
166	759
167	781
168	807
169	754
170	739
171	776
172	772
173	717
174	751
175	759
176	783
177	763
178	783
179	765
180	799
181	765
182	745
183	742
184	767
185	746
186	795
187	724
188	733
189	777
190	707
191	743
192	804
193	735
194	724
195	720
196	687
197	697
198	747
199	717
200	733
201	733
202	712
203	746
204	755
205	736
206	679
207	722
208	720
209	700
210	680
211	708
212	711
213	767
214	664
215	728
216	739
217	758
218	702
219	692
220	719
221	751
222	758
223	703
224	694
225	724
226	702
227	694
228	706
229	682
230	726
231	671
232	640
233	700
234	657
235	646
236	629
237	599
238	624
239	592
240	574
241	518
242	503
243	546
244	493
245	489
246	429
247	420
248	403
249	406
250	381
251	411
252	343
253	319
254	375
255	331
256	309
257	306
258	280
259	301
260	285
261	263
262	280
263	246
264	232
265	271
266	257
267	221
268	238
269	262
270	232
271	239
272	261
273	231
274	232
275	234
276	214
277	194
278	216
279	236
280	210
281	238
282	230
283	252
284	208
285	248
286	236
287	239
288	251
289	256
290	244
291	255
292	258
293	257
294	237
295	282
296	297
297	275
298	316
299	318
300	305
301	318
302	315
303	362
304	376
305	377
306	431
307	420
308	427
309	457
310	524
311	490
312	527
313	577
314	600
315	690
316	750
317	782
318	836
319	969
320	1006
321	1169
322	1193
323	1314
324	1464
325	1577
326	1752
327	1849
328	2098
329	2206
330	2378
331	2719
332	2677
333	2901
334	3045
335	3289
336	3285
337	3575
338	3552
339	3675
340	3744
341	3810
342	3675
343	3840
344	3613
345	3718
346	3485
347	3555
348	3275
349	3013
350	2918
351	2676
352	2519
353	2280
354	2117
355	1874
356	1633
357	1401
358	1300
359	1102
360	924
361	848
362	717
363	605
364	502
365	441
366	384
367	270
368	250
369	206
370	187
371	118
372	114
373	99
374	95
375	81
376	77
377	74
378	70
379	80
380	60
381	52
382	39
383	45
384	54
385	58
386	51
387	56
388	45
389	51
390	47
391	44
392	46
393	37
394	35
395	44
396	32
397	50
398	37
399	40
400	39
401	49
402	50
403	47
404	41
405	33
406	45
407	39
408	44
409	46
410	45
411	39
412	39
413	47
414	38
415	37
416	42
417	40
418	40
419	39
420	27
421	47
422	38
423	41
424	40
425	44
426	50
427	39
428	27
429	36
430	41
431	48
432	28
433	49
434	28
435	45
436	41
437	33
438	34
439	31
440	35
441	24
442	29
443	37
444	34
445	33
446	28
447	35
448	38
449	31
450	38
451	41
452	42
453	37
454	42
455	31
456	27
457	35
458	30
459	26
460	22
461	29
462	23
463	27
464	44
465	36
466	25
467	29
468	27
469	24
470	29
471	33
472	15
473	24
474	27
475	18
476	27
477	28
478	29
479	19
480	24
481	23
482	26
483	31
484	27
485	23
486	20
487	24
488	27
489	14
490	25
491	27
492	26
493	21
494	23
495	23
496	19
497	12
498	23
499	23
500	13
501	11
502	21
503	17
504	26
505	17
506	21
507	14
508	16
509	23
510	24
511	8
512	10
513	19
514	22
515	18
516	19
517	16
518	18
519	16
520	15
521	15
522	12
523	20
524	13
525	20
526	19
527	16
528	23
529	14
530	20
531	28
532	14
533	24
534	18
535	13
536	18
537	12
538	16
539	14
540	19
541	10
542	12
543	23
544	11
545	12
546	12
547	14
548	18
549	12
550	20
551	13
552	21
553	6
554	18
555	12
556	17
557	18
558	20
559	15
560	20
561	13
562	23
563	13
564	21
565	13
566	11
567	9
568	17
569	16
570	12
571	9
572	10
573	11
574	12
575	15
576	7
577	9
578	13
579	12
580	10
581	12
582	14
583	16
584	15
585	14
586	12
587	11
588	17
589	14
590	6
591	12
592	15
593	9
594	11
595	9
596	14
597	12
598	10
599	13
600	6
601	5
602	6
603	14
604	11
605	10
606	15
607	7
608	10
609	7
610	8
611	12
612	4
613	7
614	9
615	16
616	8
617	11
618	7
619	11
620	11
621	10
622	15
623	5
624	9
625	9
626	8
627	10
628	3
629	8
630	3
631	12
632	11
633	5
634	11
635	9
636	12
637	10
638	10
639	15
640	15
641	6
642	11
643	3
644	10
645	8
646	5
647	13
648	8
649	10
650	10
651	15
652	11
653	13
654	9
655	14
656	11
657	8
658	13
659	7
660	12
661	11
662	15
663	15
664	14
665	7
666	14
667	9
668	17
669	11
670	9
671	11
672	11
673	11
674	12
675	13
676	15
677	7
678	13
679	14
680	8
681	4
682	9
683	6
684	11
685	6
686	12
687	6
688	15
689	7
690	17
691	4
692	9
693	6
694	18
695	5
696	2
697	5
698	6
699	9
700	5
701	6
702	7
703	1
704	3
705	3
706	8
707	6
708	6
709	2
710	3
711	1
712	3
713	3
714	6
715	1
716	2
717	3
718	2
719	3
720	1
721	1
722	3
723	0
724	2
725	5
726	3
727	5
728	2
729	1
730	2
731	1
732	0
733	4
734	2
735	0
736	0
737	1
738	1
739	2
740	5
741	1
742	1
743	5
744	2
745	2
746	3
747	1
748	2
749	2
750	2
751	2
752	3
753	2
754	1
755	2
756	1
757	2
758	3
759	1
760	1
761	2
762	1
763	0
764	0
765	3
766	0
767	0
768	1
769	0
770	1
771	3
772	1
773	0
774	1
775	2
776	0
777	0
778	0
779	1
780	0
781	1
782	1
783	1
784	1
785	2
786	0
787	0
788	1
789	0
790	0
791	0
792	2
793	0
794	0
795	0
796	0
797	0
798	1
799	0
800	1
801	1
802	0
803	0
804	1
805	1
806	0
807	0
808	1
809	0
810	1
811	0
812	1
813	2
814	0
815	0
816	1
817	2
818	0
819	0
820	0
821	1
822	1
823	0
824	0
825	1
826	0
827	1
828	0
829	0
830	2
831	1
832	0
833	0
834	0
835	0
836	2
837	0
838	1
839	0
840	1
841	2
842	1
843	1
844	1
845	1
846	0
847	1
848	0
849	1
850	0
851	1
852	1
853	1
854	0
855	0
856	0
857	0
858	2
859	0
860	0
861	0
862	1
863	0
864	0
865	0
866	1
867	1
868	0
869	0
870	0
871	0
872	0
873	0
874	1
875	0
876	0
877	0
878	1
879	1
880	1
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	1
889	1
890	0
891	1
892	1
893	1
894	1
895	0
896	0
897	1
898	1
899	0
900	1
901	2
902	1
903	0
904	1
905	0
906	0
907	0
908	0
909	2
910	0
911	1
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	1
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	1
928	1
929	1
930	0
931	2
932	0
933	0
934	0
935	1
936	1
937	1
938	0
939	0
940	0
941	0
942	1
943	0
944	0
945	0
946	1
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	1
958	1
959	0
960	0
961	0
962	0
963	2
964	1
965	0
966	0
967	0
968	1
969	0
970	0
971	0
972	1
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	2
982	1
983	0
984	0
985	0
986	0
987	1
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	1
996	1
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	1
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
