   7.9605041e-03  -1.1025490e-02
   2.2668596e-03  -8.4394343e-03
   9.2871829e-03   9.5437690e-03
   2.7352547e-03   2.7203896e-03
   3.0603845e-03  -2.5096494e-03
   1.8425224e-02   1.7004762e-02
  -1.5267949e-02   7.4486912e-03
  -8.7216709e-03  -6.6339901e-03
  -4.5215692e-03   5.6269714e-04
  -1.1278308e-02  -8.1482733e-03
   7.9992688e-03   2.7791665e-03
   9.7644007e-03  -1.6109337e-02
   1.7101671e-02  -3.9682483e-03
  -5.1573445e-04   8.9019649e-03
   1.2195025e-02   2.6637695e-04
   2.3351599e-03   4.5140154e-03
  -1.0146804e-02   1.5634927e-02
  -3.3528897e-03  -9.6095963e-06
  -8.1679728e-03   1.0313124e-03
   1.2720459e-03   1.3980059e-04
   1.6757079e-03  -8.4145235e-03
  -1.1927675e-03  -1.0568230e-03
   3.0039966e-03   9.3659494e-03
   2.3330808e-03  -3.2851540e-03
  -1.6943481e-03   1.7687082e-02
  -7.4888893e-04  -7.3000723e-03
   1.2857862e-02  -7.2420447e-03
  -1.4949301e-02   8.0386832e-03
  -3.0394615e-03   6.7592899e-03
   2.9700356e-03   9.4059010e-04
   3.3482438e-03  -5.7721513e-03
   9.8823199e-03   4.9953653e-03
  -1.1191801e-02  -9.0392694e-03
   6.6884458e-03   4.1340857e-03
   1.2614671e-02  -1.1143436e-02
  -9.7415355e-04  -4.8608246e-03
   2.9140765e-03  -1.7293769e-02
   1.7651388e-02   1.6036871e-02
   1.4291014e-02  -9.5043940e-04
  -2.5715998e-03   1.2885661e-02
   1.5996882e-02   3.7256642e-03
   1.7900787e-03   1.4796245e-04
   1.4531161e-03  -7.5819631e-03
   1.7751409e-03  -1.3969042e-02
  -1.5369903e-03   3.3940952e-03
  -8.7502434e-03   8.3081909e-03
   9.0638086e-04  -1.6410841e-04
   1.3923044e-03  -1.2777211e-02
   1.1632972e-02  -8.0879758e-03
  -5.5491729e-03   6.2009487e-03
   3.0353316e-03  -1.2021249e-02
  -3.4420349e-04   2.6555093e-03
   1.3226296e-02   1.6084708e-02
   5.0557402e-04  -8.3684680e-04
  -2.4900420e-05   2.8611836e-04
   2.3637698e-03   5.4520371e-03
  -1.3607701e-02  -6.9989615e-03
   1.8533163e-03   4.3805994e-03
   1.4437728e-02  -3.2197070e-03
  -3.0524649e-03   8.8318117e-04
  -1.9164540e-04  -3.9699471e-03
  -1.6521725e-03   1.0755173e-02
   1.0269448e-03   8.0045150e-03
   1.7020092e-02   2.1867993e-03
  -1.2848902e-02   1.1999085e-02
  -1.0955760e-02  -8.1706593e-03
  -6.1733676e-03   5.0545224e-03
  -3.9092207e-03  -3.0454651e-03
   1.1430763e-02  -1.0867326e-02
   1.1022791e-02   6.6730971e-03
  -1.5300745e-03  -8.8568079e-03
  -3.5455584e-03   6.6577327e-03
   7.0682593e-03   7.1909981e-03
  -2.5458587e-03  -5.0073885e-03
  -1.9888435e-03   1.0359842e-02
  -2.2449920e-03   3.7141683e-03
   1.9526426e-04  -2.4431846e-03
  -8.7686191e-03  -3.9700729e-03
  -8.2470137e-04  -2.2921555e-03
   1.6173804e-02  -1.0182489e-02
  -3.2522666e-03  -1.0277221e-02
   2.2407074e-04   7.4135089e-03
  -1.6157125e-03  -8.4345304e-03
   3.0783349e-04  -6.8596785e-03
   6.9299197e-03   1.8522519e-03
  -7.1545286e-03   2.3444160e-04
   8.5370571e-03  -2.4665564e-03
   1.1498786e-02   1.6859495e-02
   3.7712762e-03   1.3485202e-02
  -8.2277419e-03   9.6779663e-04
   5.2995032e-03  -1.4866572e-03
  -1.3030387e-02   1.7034210e-02
   1.9671335e-02  -1.5755752e-02
  -1.5043959e-02   1.6540473e-03
  -6.2408312e-03  -6.4000863e-03
   5.1599706e-03   9.9540828e-03
   3.0173469e-03  -2.7266989e-03
  -1.2551351e-03  -1.6955590e-02
   9.4525211e-03   1.4161665e-03
  -6.1346926e-03   1.3118674e-03
  -1.0658697e-02  -7.8397036e-03
   8.3505585e-03   1.3193673e-02
  -4.8750461e-04   5.1354786e-03
  -1.3185094e-03  -6.8447963e-03
   1.7637755e-03   3.5019074e-03
   1.1112569e-02  -1.3449942e-02
   2.9121151e-03   8.6187061e-05
   3.2835228e-03   1.8938991e-03
  -1.2073401e-02   5.5286378e-03
   9.1136940e-03  -1.4310058e-02
  -1.0074185e-02  -1.3757225e-03
   1.2522427e-02   3.5085936e-03
   1.0199420e-03  -1.8706755e-02
   5.7291361e-03  -7.4862949e-04
  -1.5741884e-03  -5.5194590e-04
   3.7069207e-03   4.7102915e-03
   3.5395420e-03  -7.1335273e-03
  -5.4120636e-03   7.8370120e-03
   8.3953809e-03  -8.6301302e-03
   3.5260913e-03   1.6710862e-03
   5.7757012e-03  -2.9982762e-03
   3.4595557e-03   2.8080018e-03
  -6.9580869e-03  -1.1197891e-02
  -2.2106830e-03   7.4148538e-04
  -3.3077339e-03   3.3570604e-04
  -2.4591883e-03  -7.5022948e-03
   4.8965048e-03   1.2134332e-04
   1.5929447e-02   1.2092260e-02
   1.1112331e-02  -8.8777729e-03
   7.8099367e-03  -6.2014934e-03
  -6.2835861e-03   1.1801398e-02
  -1.4846240e-02   4.9774262e-03
