   2.1648036e-02  -3.0367113e-04
   1.8000537e-02   1.3609090e-03
   2.2464162e-02  -9.7377220e-04
   2.3105578e-02  -2.4946148e-03
   1.9285977e-02  -5.2952101e-03
   1.8588091e-02  -5.4374298e-03
   1.8214388e-02  -5.8014408e-03
   1.6630535e-02  -1.1137596e-02
   1.5292737e-02  -1.0852626e-02
   1.5735259e-02  -1.1255807e-02
   1.8577212e-02  -1.1257911e-02
   1.0164449e-02  -1.0371806e-02
   1.2500527e-02  -1.2662437e-02
   1.4812689e-02  -1.3025061e-02
   1.1952956e-02  -1.5576375e-02
   1.1360975e-02  -1.6328603e-02
   1.2392909e-02  -1.5067945e-02
   9.6445491e-03  -1.6967171e-02
   1.1380134e-02  -1.6425497e-02
   5.5872300e-03  -2.0044750e-02
   6.1876109e-03  -1.8061926e-02
   6.7527596e-03  -2.0756690e-02
   5.4298224e-03  -1.8597147e-02
   4.8345911e-03  -1.6466321e-02
  -5.5078251e-04  -1.8172766e-02
   1.5133563e-03  -1.8641149e-02
  -3.7240621e-04  -2.0651384e-02
  -3.3403454e-04  -2.1448036e-02
  -4.1980921e-03  -2.0083601e-02
  -5.6942847e-03  -1.7984375e-02
  -7.7332090e-03  -1.5716115e-02
  -3.2547420e-03  -2.0413399e-02
  -5.4958064e-03  -1.9789240e-02
  -9.4685591e-03  -1.6211991e-02
  -6.7685523e-03  -1.3214156e-02
  -1.3670886e-02  -1.6799429e-02
  -1.2899255e-02  -1.6928002e-02
  -1.4354346e-02  -1.2881645e-02
  -1.5887091e-02  -1.4235423e-02
  -1.6660174e-02  -1.8659437e-02
  -1.5119340e-02  -1.5317808e-02
  -1.7992054e-02  -1.1732472e-02
  -1.6030001e-02  -9.9641646e-03
  -1.6703926e-02  -1.1356634e-02
  -1.6987104e-02  -1.0057944e-02
  -2.0673022e-02  -7.2170414e-03
  -2.1334947e-02  -8.3209911e-03
  -2.0158621e-02  -2.0158741e-03
  -2.2274596e-02  -5.3262875e-03
  -1.9983204e-02  -2.2622581e-03
  -2.0287965e-02   1.3716739e-03
  -2.0052582e-02   7.9424971e-05
  -1.9758530e-02   1.0961520e-03
  -1.6485507e-02   3.9826766e-03
  -1.8725968e-02   2.9423162e-03
  -1.6764057e-02   7.2822647e-03
  -1.8377736e-02   6.8573642e-03
  -2.0911225e-02   1.1011308e-02
  -1.5642921e-02   1.1777148e-02
  -1.5655413e-02   1.0686711e-02
  -1.6800158e-02   1.3179798e-02
  -1.8724811e-02   1.3800794e-02
  -1.3621243e-02   1.3688441e-02
  -1.2932807e-02   1.5971569e-02
  -1.4299178e-02   1.6585066e-02
  -1.3238755e-02   1.6056422e-02
  -8.8970069e-03   1.9476227e-02
  -7.6908464e-03   1.6246337e-02
  -7.4368651e-03   1.5587508e-02
  -9.9834776e-03   2.1898218e-02
  -4.2047705e-03   2.1746130e-02
  -4.1841269e-03   2.0812530e-02
