A1.avi & -104 & 3&502.76&48.98\\ 
A2.avi & -25 & 1&28.13&19.02\\ 
A3.avi & -9 & 0&6.99&11.97\\ 
A4.avi & -6 & 0&2.08&7.99\\ 
A5.avi & -4 & 0&0.68&5.48\\ 
